avg,cuisine,name,price,rank,reviews
4.5 ,"American,Bar,Pub,Vegetarian Friendly,Vegan Options,Gluten Free Options",Tanner Smith's,$$ - $$$,"#175 of 10,384 Restaurants in New York City",380
4.5 ,Bar,Baccarat Hotel Bar,$$$$,"#176 of 10,384 Restaurants in New York City",162
4.5 ,"American,Vegetarian Friendly,Vegan Options,Gluten Free Options",Loring Place,$$$$,"#177 of 10,384 Restaurants in New York City",117
4.5 ,"Italian,Pizza,Mediterranean,Vegetarian Friendly,Vegan Options",Norma,$$ - $$$,"#178 of 10,384 Restaurants in New York City",83
4.5 ,"American,European,Vegetarian Friendly,Vegan Options,Gluten Free Options",Robert,$$$$,"#179 of 10,384 Restaurants in New York City","1,548"
4.5 ,"Greek,Vegetarian Friendly,Vegan Options,Gluten Free Options",Avra Madison Estiatorio,$$$$,"#180 of 10,384 Restaurants in New York City",275
4.5 ,"Japanese,Sushi,Asian,Vegetarian Friendly,Vegan Options,Gluten Free Options",Sushi Yasaka,$$ - $$$,"#181 of 10,384 Restaurants in New York City",251
4.5 ,"American,Irish,Bar,Pub,Vegetarian Friendly,Vegan Options,Gluten Free Options",The Perfect Pint,$$ - $$$,"#182 of 10,384 Restaurants in New York City","1,213"
4.5 ,"Eastern European,Israeli,Deli,Vegetarian Friendly,Kosher,Gluten Free Options",Barney Greengrass,$$ - $$$,"#183 of 10,384 Restaurants in New York City",507
4.5 ,"French,Bar,Seafood,Gluten Free Options",Maison Premiere,$$ - $$$,"#16 of 5,329 Restaurants in Brooklyn",313
4.5 ,"American,Cafe,Diner,Vegetarian Friendly",la bonbonniere,$,"#184 of 10,384 Restaurants in New York City",156
4.5 ,"American,Bar,Pub",Whiskey Tavern,$$ - $$$,"#185 of 10,384 Restaurants in New York City",143
4.5 ,"French,Vegetarian Friendly,Vegan Options,Gluten Free Options",Cafe Boulud,$$$$,"#186 of 10,384 Restaurants in New York City","1,143"
4.5 ,"American,French,Vegetarian Friendly,Vegan Options,Gluten Free Options",Augustine,$$ - $$$,"#187 of 10,384 Restaurants in New York City",235
4.5 ,"French,European,Vegetarian Friendly,Vegan Options,Gluten Free Options",Bistro Les Amis,$$ - $$$,"#188 of 10,384 Restaurants in New York City",342
4.5 ,"American,Seafood,Gluten Free Options",Pearl Oyster Bar,$$ - $$$,"#189 of 10,384 Restaurants in New York City",513
4.5 ,"Italian,European,Vegetarian Friendly,Vegan Options,Gluten Free Options",Carmine's Italian Restaurant - Times Square,$$ - $$$,"#190 of 10,384 Restaurants in New York City","11,293"
4.5 ,"Italian,Pizza,International,Vegetarian Friendly,Vegan Options,Gluten Free Options",Keste West Village,$$ - $$$,"#191 of 10,384 Restaurants in New York City","1,001"
4.5 ,"Seafood,Gluten Free Options",Flex Mussels,$$ - $$$,"#192 of 10,384 Restaurants in New York City",320
4.5 ,"American,Bar,Vegetarian Friendly",Island Burgers and Shakes,$$ - $$$,"#193 of 10,384 Restaurants in New York City",494
4.5 ,"American,Seafood,Gluten Free Options",Burger & Lobster,$$ - $$$,"#194 of 10,384 Restaurants in New York City",204
4.5 ,"American,Cafe,Diner,Vegetarian Friendly,Gluten Free Options",John's Coffee Shop,$,"#195 of 10,384 Restaurants in New York City",124
4.5 ,"Italian,Vegetarian Friendly",Ora Di Pasta,$$ - $$$,"#196 of 10,384 Restaurants in New York City",135
4.5 ,"Italian,Pizza,Vegetarian Friendly,Vegan Options,Gluten Free Options",PizzArte,$$ - $$$,"#197 of 10,384 Restaurants in New York City","1,247"
4.5 ,"Italian,International,Vegetarian Friendly,Gluten Free Options",Giorgio's of Gramercy,$$ - $$$,"#198 of 10,384 Restaurants in New York City",239
4.5 ,"Caribbean,Latin,Cuban,Central American,Vegetarian Friendly,Gluten Free Options,Vegan Options",Cuba,$$ - $$$,"#199 of 10,384 Restaurants in New York City",438
4.5 ,"Irish,Bar,Pub,American,Vegetarian Friendly,Gluten Free Options",The Perfect Pint,$$ - $$$,"#200 of 10,384 Restaurants in New York City",235
4.5 ,"Mediterranean,Vegetarian Friendly,Vegan Options,Gluten Free Options",Boulud Sud,$$$$,"#201 of 10,384 Restaurants in New York City",868
4.5 ,"Italian,Vegetarian Friendly,Vegan Options,Gluten Free Options",Trattoria Trecolori,$$ - $$$,"#202 of 10,387 Restaurants in New York City","2,541"
4.5 ,"Italian,Mediterranean,Vegetarian Friendly,Gluten Free Options,Vegan Options",Il Corso,$$ - $$$,"#203 of 10,387 Restaurants in New York City",887
4.5 ,"American,Steakhouse,Gluten Free Options",Benjamin Steakhouse Prime,$$$$,"#204 of 10,387 Restaurants in New York City",208
4.5 ,"Greek,Vegetarian Friendly,Vegan Options,Gluten Free Options",Avra Madison Estiatorio,$$$$,"#205 of 10,387 Restaurants in New York City",275
4.5 ,"Seafood,Soups,American,Gluten Free Options",Fish,$$ - $$$,"#206 of 10,387 Restaurants in New York City",286
4.5 ,"Chinese,Asian,Vegetarian Friendly,Vegan Options,Gluten Free Options",Red Farm,$$ - $$$,"#207 of 10,387 Restaurants in New York City",602
4.5 ,"Italian,American,Pizza,Fast Food,Vegetarian Friendly",Artichoke Basille's Pizza,$,"#208 of 10,387 Restaurants in New York City",683
4.5 ,"American,Vegetarian Friendly,Vegan Options,Gluten Free Options",Candle 79,$$ - $$$,"#209 of 10,387 Restaurants in New York City",987
4.5 ,"Italian,Vegetarian Friendly,Vegan Options,Gluten Free Options",Crispo,$$ - $$$,"#210 of 10,387 Restaurants in New York City",420
4.5 ,"Italian,Pizza,Fast Food,Vegetarian Friendly",Joe's Pizza,$,"#211 of 10,387 Restaurants in New York City",140
4.5 ,"American,Fast Food,Vegetarian Friendly,Vegan Options,Gluten Free Options",by CHLOE. West Village,$$ - $$$,"#212 of 10,387 Restaurants in New York City",383
4.5 ,"American,Diner,Deli,Vegetarian Friendly",Eisenberg's Sandwich Shop,$,"#213 of 10,387 Restaurants in New York City",531
4.5 ,"American,Steakhouse,Gluten Free Options",The Capital Grille,$$$$,"#214 of 10,387 Restaurants in New York City",370
4.5 ,"American,Pizza,Cafe,Fast Food,Gluten Free Options,Vegetarian Friendly,Vegan Options",Fluffy's Cafe & Pizzeria,$,"#215 of 10,387 Restaurants in New York City",540
4.5 ,"American,Diner,Vegetarian Friendly,Vegan Options,Gluten Free Options",Times Square Diner & Grill,$,"#216 of 10,387 Restaurants in New York City","2,008"
4.5 ,"European,Portuguese,Vegetarian Friendly,Gluten Free Options",aldea,$$$$,"#217 of 10,387 Restaurants in New York City",321
4.5 ,"Mediterranean,Middle Eastern,Israeli,Vegetarian Friendly,Vegan Options,Gluten Free Options",12 Chairs,$$ - $$$,"#218 of 10,387 Restaurants in New York City",206
4.5 ,"American,Irish,Bar,Pub,Vegetarian Friendly,Gluten Free Options",O'Hara's Restaurant and Pub,$$ - $$$,"#219 of 10,387 Restaurants in New York City","1,216"
4.5 ,"Diner,American,Vegetarian Friendly,Vegan Options,Gluten Free Options",Georgio's Country Grill,$$ - $$$,"#220 of 10,387 Restaurants in New York City",474
4.5 ,"Italian,Vegetarian Friendly,Vegan Options,Gluten Free Options",Pisticci,$$ - $$$,"#221 of 10,387 Restaurants in New York City",251
4.5 ,"Japanese,Sushi,Asian,Vegetarian Friendly,Gluten Free Options,Vegan Options",Bond Street,$$$$,"#222 of 10,387 Restaurants in New York City",335
4.5 ,"American,Bar,Pub",Beer Culture,$$ - $$$,"#223 of 10,387 Restaurants in New York City",177
4.5 ,"American,Vegetarian Friendly,Gluten Free Options",Marc Forgione,$$$$,"#224 of 10,387 Restaurants in New York City",366
4.5 ,"Latin,Cuban,Central American,Vegetarian Friendly,Vegan Options,Gluten Free Options",Coppelia,$$ - $$$,"#225 of 10,387 Restaurants in New York City",352
4.5 ,"Japanese,Asian,Soups,Vegetarian Friendly",Hakata Ippudo NY,$$ - $$$,"#226 of 10,387 Restaurants in New York City",594
4.5 ,"American,Vegetarian Friendly,Vegan Options,Gluten Free Options",Hell's Kitchen,$$ - $$$,"#227 of 10,387 Restaurants in New York City",319
4.5 ,"Italian,Vegetarian Friendly",Luzzo’s,$$ - $$$,"#228 of 10,387 Restaurants in New York City",326
4.5 ,"Moroccan,Mediterranean,Middle Eastern,Vegetarian Friendly,Vegan Options,Gluten Free Options",Mogador Cafe,$$ - $$$,"#229 of 10,387 Restaurants in New York City",533
4.5 ,"American,Vegetarian Friendly,Vegan Options,Gluten Free Options",5 Napkin Burger,$$ - $$$,"#230 of 10,387 Restaurants in New York City","3,899"
4.5 ,"American,Caribbean,Bar,Contemporary,Vegetarian Friendly,Gluten Free Options,Vegan Options",Tommy Bahama Restaurant Bar Store,$$ - $$$,"#231 of 10,387 Restaurants in New York City",446
4.5 ,"Cafe,Australian,Vegetarian Friendly,Vegan Options,Gluten Free Options",Two Hands,$$ - $$$,"#232 of 10,384 Restaurants in New York City",301
4.5 ,"American,Seafood,Bar,Pub,Gluten Free Options",Red Hook Lobster Pound,$$ - $$$,"#21 of 5,329 Restaurants in Brooklyn",186
4.5 ,"Japanese,Sushi,Asian,Vegetarian Friendly,Gluten Free Options,Vegan Options",Bond Street,$$$$,"#233 of 10,384 Restaurants in New York City",335
4.5 ,"Italian,Pizza,Vegetarian Friendly,Vegan Options",Razza Pizza Artigianale,$$ - $$$,#1 of 649 Restaurants in Jersey City,137
4.5 ,"Mediterranean,Middle Eastern,Persian,Vegetarian Friendly,Vegan Options,Halal,Gluten Free Options",Ravagh Persian Grill,$$ - $$$,"#234 of 10,384 Restaurants in New York City",205
4.5 ,"French,European,Vegetarian Friendly,Vegan Options,Gluten Free Options",Jean Georges,$$$$,"#235 of 10,384 Restaurants in New York City","1,898"
4.5 ,"Latin,Venezuelan,South American,Vegetarian Friendly,Vegan Options",Caracas Arepa Bar,$,"#236 of 10,384 Restaurants in New York City",315
4.5 ,"French,American,Austrian,European,Vegetarian Friendly,Gluten Free Options",Batard,$$$$,"#237 of 10,384 Restaurants in New York City",299
4.5 ,"American,Steakhouse",DeStefano's Steak House,$$$$,"#1 of 5,329 Restaurants in Brooklyn",257
4.5 ,"American,Vegetarian Friendly,Vegan Options,Gluten Free Options",Westville Chelsea,$$ - $$$,"#238 of 10,384 Restaurants in New York City",189
4.5 ,"Mediterranean,Italian,Vegetarian Friendly,Vegan Options,Gluten Free Options",etcetera etcetera,$$ - $$$,"#239 of 10,384 Restaurants in New York City",491
4.5 ,"Italian,Pizza,Vegetarian Friendly",Nick's,$$ - $$$,"#240 of 10,384 Restaurants in New York City",257
4.5 ,"Italian,American,Vegetarian Friendly,Vegan Options,Gluten Free Options",The Meatball Shop,$$ - $$$,"#241 of 10,384 Restaurants in New York City",985
4.5 ,"American,Steakhouse,Gluten Free Options",BLT Steak,$$$$,"#242 of 10,384 Restaurants in New York City",605
4.5 ,"Italian,Vegetarian Friendly,Vegan Options,Gluten Free Options",Senza Gluten,$$ - $$$,"#243 of 10,384 Restaurants in New York City",420
4.5 ,"American,Mediterranean,Vegetarian Friendly,Vegan Options,Gluten Free Options",Jack's Wife Freda,$$ - $$$,"#244 of 10,384 Restaurants in New York City",856
4.5 ,"Asian,Thai,Vegetarian Friendly,Vegan Options,Gluten Free Options",VIV Thai,$$ - $$$,"#245 of 10,384 Restaurants in New York City",227
4.5 ,"Italian,Mediterranean,Vegetarian Friendly,Vegan Options,Gluten Free Options",Il Gattopardo,$$$$,"#246 of 10,384 Restaurants in New York City",685
4.5 ,"American,Bar,Vegetarian Friendly,Gluten Free Options",Beecher's Handmade Cheese,$$ - $$$,"#247 of 10,384 Restaurants in New York City",263
4.5 ,"Italian,Pizza,Vegetarian Friendly,Vegan Options",Roman Nose,$$ - $$$,#2 of 649 Restaurants in Jersey City,181
4.5 ,"Italian,Soups,Vegetarian Friendly,Vegan Options,Gluten Free Options",Eataly,$$ - $$$,"#248 of 10,384 Restaurants in New York City","12,270"
4.5 ,"Italian,Vegetarian Friendly,Vegan Options,Gluten Free Options",Il Tinello Ristorante,$$$$,"#249 of 10,384 Restaurants in New York City",327
4.5 ,"American,Vegetarian Friendly,Vegan Options,Gluten Free Options",Union Square Cafe,$$$$,"#250 of 10,384 Restaurants in New York City","1,276"
4.5 ,"American,Contemporary,Vegetarian Friendly,Vegan Options",Rainbow Room,$$$$,"#251 of 10,384 Restaurants in New York City",646
4.5 ,"French,European,Wine Bar,Vegetarian Friendly,Vegan Options,Gluten Free Options",OCabanon,$$ - $$$,"#252 of 10,384 Restaurants in New York City",321
4.5 ,"American,Steakhouse",West Side Steakhouse,$$ - $$$,"#253 of 10,384 Restaurants in New York City",954
4.5 ,"American,Vegetarian Friendly,Vegan Options,Gluten Free Options",Cookshop,$$ - $$$,"#254 of 10,384 Restaurants in New York City","1,036"
4.5 ,"American,Contemporary,Vegetarian Friendly,Vegan Options,Gluten Free Options",The NoMad Restaurant,$$$$,"#255 of 10,384 Restaurants in New York City",967
4.5 ,"Italian,Vegetarian Friendly,Vegan Options,Gluten Free Options",La Masseria,$$$$,"#256 of 10,384 Restaurants in New York City","1,811"
4.5 ,"Italian,Pizza,Vegetarian Friendly,Vegan Options",Capizzi,$$ - $$$,"#257 of 10,384 Restaurants in New York City","1,665"
4.5 ,"Italian,Vegetarian Friendly,Vegan Options,Gluten Free Options",Da Marino Restaurant,$$ - $$$,"#258 of 10,384 Restaurants in New York City","2,305"
4.5 ,"Croatian,Italian,European,Gluten Free Options",Villa Berulia,$$ - $$$,"#259 of 10,384 Restaurants in New York City",159
4.5 ,"Australian,Vegetarian Friendly,Vegan Options,Gluten Free Options",Bluestone Lane,$$ - $$$,"#260 of 10,384 Restaurants in New York City",153
4.5 ,"Contemporary,Vegetarian Friendly,Gluten Free Options,Vegan Options",Perry St,$$$$,"#261 of 10,384 Restaurants in New York City",348
4.5 ,"American,Bar,Cafe,Vegetarian Friendly,Vegan Options,Gluten Free Options",Dudley's,$$ - $$$,"#262 of 10,384 Restaurants in New York City",243
4.5 ,"Seafood,International,Vegetarian Friendly,Gluten Free Options",Crave Fishbar,$$ - $$$,"#263 of 10,384 Restaurants in New York City",371
4.5 ,"American,Diner",Paul's Da Burger Joint,$,"#264 of 10,384 Restaurants in New York City",235
4.5 ,"French,European,Soups,Vegetarian Friendly,Vegan Options,Gluten Free Options",Balthazar,$$$$,"#265 of 10,384 Restaurants in New York City","6,054"
4.5 ,"Italian,Pizza,Vegetarian Friendly,Vegan Options,Gluten Free Options",Sapori D'Italia,$$ - $$$,"#266 of 10,384 Restaurants in New York City",116
4.5 ,"American,Bar,Vegetarian Friendly,Vegan Options,Gluten Free Options",Hourglass Tavern,$$ - $$$,"#267 of 10,384 Restaurants in New York City",465
4.5 ,"American,Vegetarian Friendly,Vegan Options,Gluten Free Options",Upland,$$ - $$$,"#268 of 10,384 Restaurants in New York City",559
4.5 ,"Latin,Spanish,Cuban,Vegetarian Friendly,Gluten Free Options,Vegan Options",Victor's Cafe,$$ - $$$,"#269 of 10,384 Restaurants in New York City","1,507"
4.5 ,"Italian,Mediterranean,Vegetarian Friendly,Vegan Options,Gluten Free Options",Pepolino,$$ - $$$,"#270 of 10,384 Restaurants in New York City",620
4.5 ,"Italian,Cafe,Vegetarian Friendly,Vegan Options",Fiat Cafe,$$ - $$$,"#271 of 10,384 Restaurants in New York City",329
4.5 ,"American,Seafood,Fast Food",Luke's Lobster- Upper East Side,$$ - $$$,"#272 of 10,384 Restaurants in New York City",151
4.5 ,"Vegetarian Friendly,Vegan Options,Gluten Free Options",Dean & Deluca,$$ - $$$,"#273 of 10,384 Restaurants in New York City",281
4.5 ,"Italian,Pizza,Vegetarian Friendly,Vegan Options,Gluten Free Options",Piacere,$$ - $$$,"#274 of 10,384 Restaurants in New York City",311
4.5 ,"American,Bar,Vegetarian Friendly",Black Tap,$$ - $$$,"#275 of 10,384 Restaurants in New York City",705
4.5 ,"American,Gastropub,Vegetarian Friendly,Gluten Free Options,Vegan Options",The Marshal,$$ - $$$,"#276 of 10,384 Restaurants in New York City",263
4.5 ,"American,Soups,Deli,Vegetarian Friendly,Kosher,Gluten Free Options",2nd Avenue Deli,$$ - $$$,"#277 of 10,384 Restaurants in New York City","1,082"
4.5 ,"American,Steakhouse,Gluten Free Options",New York Yankees Steak House,$$$$,"#278 of 10,384 Restaurants in New York City",498
4.5 ,"American,Vegetarian Friendly,Vegan Options,Gluten Free Options",Blue Dog Cookhouse & Bar,$$ - $$$,"#279 of 10,384 Restaurants in New York City",306
4.5 ,"Italian,Pizza,Vegetarian Friendly,Vegan Options,Gluten Free Options",Uncle Paul's Pizza,$,"#280 of 10,384 Restaurants in New York City",698
4.5 ,"Seafood,Mediterranean,Greek,Soups,Vegetarian Friendly,Vegan Options,Gluten Free Options",Avra Estiatorio,$$$$,"#281 of 10,384 Restaurants in New York City","1,021"
4.5 ,"Diner,American,Gluten Free Options",Morton's The Steakhouse,$$$$,"#282 of 10,384 Restaurants in New York City","1,084"
4.5 ,"Italian,Vegetarian Friendly,Vegan Options,Gluten Free Options",Scarpetta,$$$$,"#283 of 10,384 Restaurants in New York City",798
4.5 ,"French,European,Vegetarian Friendly,Gluten Free Options",Le CouCou Restaurant,$$$$,"#284 of 10,384 Restaurants in New York City",451
4.5 ,Pub,Jimmy's Corner,$,"#285 of 10,384 Restaurants in New York City",464
4.5 ,"Caribbean,Latin,Spanish,Cuban,Vegetarian Friendly",La Isla Restaurant,$$ - $$$,#2 of 262 Restaurants in Hoboken,337
4.5 ,"American,Vegetarian Friendly",Sweet Chick,$$ - $$$,"#286 of 10,384 Restaurants in New York City",263
4.5 ,Bar,The Press Lounge,$$ - $$$,"#287 of 10,384 Restaurants in New York City",371
4.5 ,"American,Vegetarian Friendly,Vegan Options,Gluten Free Options",Sadelle's,$$ - $$$,"#288 of 10,384 Restaurants in New York City",294
4.5 ,"Italian,Vegetarian Friendly,Vegan Options,Gluten Free Options",Carmine's Italian Restaurant - Upper West Side,$$ - $$$,"#289 of 10,384 Restaurants in New York City","1,718"
4.5 ,"Italian,Vegetarian Friendly",Pepe Giallo,$$ - $$$,"#290 of 10,384 Restaurants in New York City",221
4.5 ,"Wine Bar,American,Bar,Contemporary,Pub,Gluten Free Options",Vitae,$$$$,"#291 of 10,384 Restaurants in New York City",314
4.5 ,"American,Vegetarian Friendly,Vegan Options,Gluten Free Options",44 & X,$$ - $$$,"#292 of 10,384 Restaurants in New York City",669
4.5 ,"Italian,Mediterranean,Seafood,Vegetarian Friendly,Gluten Free Options",Piccola Cucina Estiatorio,$$ - $$$,"#293 of 10,384 Restaurants in New York City",95
4.5 ,"American,Bar,Barbecue,Gluten Free Options",Blue Smoke Battery Park City,$$ - $$$,"#294 of 10,384 Restaurants in New York City",522
4.5 ,"Caribbean,Latin,Spanish,Cuban,Central American,Vegetarian Friendly,Vegan Options,Gluten Free Options",Havana NY,$$ - $$$,"#295 of 10,384 Restaurants in New York City",221
4.5 ,"Pizza,Italian,Seafood,Mediterranean,Vegetarian Friendly,Vegan Options,Gluten Free Options",Acqua,$$ - $$$,"#296 of 10,384 Restaurants in New York City",335
4.5 ,"Latin,Seafood,Central American,Spanish,Vegetarian Friendly,Gluten Free Options,Vegan Options",La Pulperia,$$ - $$$,"#297 of 10,384 Restaurants in New York City",240
4.5 ,"American,Bar,Pub,Vegetarian Friendly,Vegan Options",Faces and Names,$$ - $$$,"#298 of 10,384 Restaurants in New York City",284
4.5 ,"American,Cafe,Vegetarian Friendly,Vegan Options,Gluten Free Options",Clinton St. Baking Company & Restaurant,$$ - $$$,"#299 of 10,384 Restaurants in New York City","1,368"
4.5 ,"Seafood,Vegetarian Friendly,Vegan Options,Gluten Free Options",Oceana Restaurant,$$$$,"#300 of 10,384 Restaurants in New York City","1,087"
4.5 ,"American,Vegetarian Friendly,Vegan Options,Gluten Free Options",Aretsky's Patroon,$$$$,"#301 of 10,384 Restaurants in New York City",167
4.5 ,"Barbecue,Asian,Korean,Gluten Free Options",Baekjeong NYC,$$ - $$$,"#302 of 10,384 Restaurants in New York City",228
